Magnitude,Depth,destruction,Victim's reaction,Intensity
7.4,33.0,5,6,7
7.3,37.0,3,4,5
6.6,33.0,5,6,7
5.9,33.0,0,1,2
6.2,8.0,6,7,8
6.7,71.9,3,4,5
6.9,29.0,2,3,4
7.9,44.0,4,5,6
6.5,33.0,6,7,8
6.7,16.0,8,9,10
9.0,21.6,9,10,11
6.0,13.0,6,7,8
4.5,33.0,4,5,6
7.8,15.0,6,7,8
6.2,12.0,2,3,4
6.6,11.0,7,8,9
6.9,25.0,3,4,5
6.6,8.45,2,3,4
6.5,8.382,7,8,9
7.1,18.0,8,9,10
7.5,61.0,6,7,8
6.9,12.0,4,5,6
7.6,27.0,9,10,11
5.5,33.0,4,5,6
7.0,44.0,5,6,7
6.5,16.0,4,5,6
6.5,8.2,5,6,7
6.8,58.0,3,4,5
6.7,20.0,7,8,9
7.5,280.0,3,4,5
6.5,37.0,4,5,6
6.8,5.0,8,9,10
5.7,20.0,6,7,8
6.5,21.0,3,4,5
7.0,579.0,1,2,3
7.8,20.0,10,11,12
7.3,37.0,5,6,7
7.0,39.0,5,6,7
6.6,10.0,4,5,6
7.1,38.0,7,8,9
6.8,35.0,3,4,5
6.6,17.0,5,6,7
6.6,19.0,3,4,5
6.7,624.0,1,2,3
4.8,5.0,2,3,4
6.6,14.0,4,5,6
8.0,39.0,6,7,8
8.1,33.0,5,6,7
6.8,35.0,5,6,7
7.2,35.0,3,4,5
6.9,53.0,6,7,8
6.6,39.0,4,5,6
7.1,10.0,5,6,7
5.7,20.0,6,7,8
6.8,122.9,4,5,6
6.6,10.5,5,6,7
7.9,33.0,6,7,8
6.5,9.0,6,7,8
7.0,22.0,6,7,8
6.1,44.0,5,6,7
7.6,10.0,8,9,10
5.0,18.0,4,5,6
7.7,80.0,6,7,8
6.6,119.6,4,5,6
6.2,35.0,7,8,9
6.3,12.0,5,6,7
5.3,18.0,6,7,8
6.5,10.0,4,5,6
6.9,6.43,5,6,7
6.7,15.0,5,6,7
5.1,12.0,3,4,5
7.1,12.0,2,3,4
6.7,66.0,4,5,6
6.5,2.7,6,7,8
8.0,35.0,9,10,11
5.0,6.0,6,7,8
8.0,40.0,6,7,8
6.6,27.0,3,4,5
5.3,33.0,6,7,8
7.3,32.0,3,4,5
6.7,12.0,5,6,7
5.7,8.0,8,9,10
7.5,40.0,8,9,10
6.5,33.0,5,6,7
6.8,14.0,3,4,5
7.1,39.0,5,6,7
5.5,10.0,3,4,5
7.0,10.0,3,4,5
7.8,50.0,3,4,5
6.8,40.0,3,4,5
6.7,12.0,3,4,5
6.8,46.0,5,6,7
5.0,10.0,2,3,4
6.6,18.0,4,5,6
8.3,22.44,6,7,8
6.9,20.0,3,4,5
6.9,120.0,8,9,10
6.5,37.0,4,5,6
7.2,65.0,2,3,4
6.5,33.0,4,5,6
7.1,42.0,5,6,7
6.6,10.0,5,6,7
4.1,9.0,5,6,7
8.3,20.0,8,9,10
6.9,10.0,2,3,4
6.1,113.0,5,6,7
6.5,16.7,5,6,7
8.1,10.0,4,5,6
6.0,12.0,8,9,10
7.1,33.0,4,5,6
7.2,10.0,4,5,6
6.3,31.0,2,3,4
9.2,33.0,8,9,10
5.2,32.0,0,1,2
7.5,20.0,8,9,10
6.6,7.0,5,6,7
6.2,35.0,7,8,9
8.1,38.0,7,8,9
6.8,33.0,4,5,6
7.5,25.21,6,7,8
6.5,10.0,3,4,5
7.6,28.37,5,6,7
7.8,31.0,8,9,10
7.4,29.0,4,5,6
7.0,60.21,3,4,5
8.1,33.0,7,8,9
6.9,33.0,3,4,5
6.8,35.0,4,5,6
5.6,21.0,5,6,7
6.7,20.0,4,5,6
6.8,101.0,4,5,6
6.8,33.0,5,6,7
5.8,16.0,6,7,8
7.3,8.0,7,8,9
8.3,22.0,7,8,9
5.8,10.0,5,6,7
7.6,24.0,5,6,7
6.9,19.73,4,5,6
6.5,34.0,4,5,6
6.8,27.0,8,9,10
8.3,10.0,5,6,7
6.5,59.0,5,6,7
7.0,73.0,5,6,7
7.1,32.8,4,5,6
6.9,26.0,2,3,4
7.9,33.0,4,5,6
7.5,33.0,3,4,5
4.9,25.0,3,4,5
7.8,21.0,7,8,9
5.4,7.0,7,8,9
5.8,8.0,5,6,7
7.0,147.0,4,5,6
7.1,10.0,7,8,9
5.4,7.0,7,8,9
6.1,33.0,6,7,8
7.5,24.0,6,7,8
5.1,6.0,5,6,7
4.9,10.0,5,6,7
6.6,21.0,4,5,6
6.4,20.0,2,3,4
7.8,15.0,7,8,9
6.5,12.26,3,4,5
7.7,10.0,6,7,8
6.2,33.0,7,8,9
5.8,12.0,2,3,4
4.9,10.0,4,5,6
7.1,21.0,4,5,6
5.8,15.0,6,7,8
6.6,79.0,5,6,7
6.1,20.0,6,7,8
6.8,13.7,4,5,6
6.6,40.0,5,6,7
5.5,33.0,6,7,8
6.6,35.0,5,6,7
7.2,36.0,5,6,7
6.9,56.6,3,4,5
4.0,3.0,5,6,7
8.5,30.0,8,9,10
7.4,55.0,5,6,7
6.4,33.0,6,7,8
6.5,10.0,5,6,7
6.8,72.6,4,5,6
4.6,6.0,4,5,6
6.2,5.0,4,5,6
8.6,15.0,9,10,11
7.1,13.0,8,9,10
6.9,13.0,2,3,4
6.7,110.0,3,4,5
5.7,8.0,8,9,10
6.7,553.81,1,2,3
6.2,4.0,7,8,9
7.9,109.0,6,7,8
7.8,33.0,3,4,5
8.1,230.0,5,6,7
5.5,27.0,4,5,6
6.0,10.0,6,7,8
6.5,10.0,4,5,6
6.5,29.0,6,7,8
6.4,29.0,3,4,5
6.5,10.0,5,6,7
7.5,33.0,4,5,6
6.7,624.0,1,2,3
6.5,5.0,5,6,7
6.8,50.0,5,6,7
5.1,12.0,1,2,3
6.5,8.0,9,10,11
4.5,27.0,5,6,7
7.0,15.0,6,7,8
5.6,15.0,5,6,7
7.1,23.0,3,4,5
7.1,55.14,5,6,7
6.9,7.8,6,7,8
7.6,31.0,3,4,5
6.7,12.0,5,6,7
6.7,12.0,5,6,7
6.5,10.0,2,3,4
6.2,13.0,8,9,10
5.5,33.0,2,3,4
6.6,18.0,4,5,6
7.6,28.37,5,6,7
7.3,20.0,6,7,8
6.2,10.0,6,7,8
7.4,55.0,5,6,7
6.7,20.0,4,5,6
7.6,26.0,7,8,9
6.2,10.0,6,7,8
7.5,33.0,5,6,7
8.1,33.0,7,8,9
5.5,15.0,6,7,8
6.6,28.0,6,7,8
7.0,10.0,3,4,5
6.5,14.83,2,3,4
6.5,20.0,4,5,6
7.0,39.0,4,5,6
7.5,35.0,3,4,5
7.3,35.0,5,6,7
6.9,624.0,1,2,3
6.6,591.0,1,2,3
6.8,16.441,3,4,5
6.6,17.0,5,6,7
6.8,10.0,3,4,5
6.5,119.0,3,4,5
7.0,60.21,3,4,5
6.5,33.0,7,8,9
6.4,14.0,7,8,9
6.8,52.0,6,7,8
6.5,20.0,3,4,5
6.6,18.0,4,5,6
7.3,82.0,6,7,8
7.7,60.0,6,7,8
6.5,15.0,8,9,10
6.9,21.0,3,4,5
7.4,35.0,3,4,5
5.4,10.0,2,3,4
7.7,15.0,6,7,8
6.6,19.0,8,9,10
6.9,130.0,4,5,6
6.9,10.0,1,2,3
7.9,10.0,7,8,9
7.8,33.0,5,6,7
7.4,31.1,5,6,7
6.4,23.0,6,7,8
6.8,22.0,5,6,7
6.8,38.0,4,5,6
6.3,10.0,5,6,7
5.8,15.0,6,7,8
6.8,219.96,2,3,4
6.9,33.0,3,4,5
7.4,13.0,7,8,9
6.9,15.0,6,7,8
6.4,15.0,5,6,7
6.5,119.0,3,4,5
6.7,200.1,2,3,4
7.4,16.0,8,9,10
6.9,24.0,5,6,7
6.9,93.0,6,7,8
6.8,36.0,4,5,6
6.7,63.0,6,7,8
5.8,33.0,5,6,7
7.1,13.0,8,9,10
6.5,13.0,6,7,8
9.1,29.0,7,8,9
6.7,17.0,4,5,6
7.7,17.8,8,9,10
8.1,18.0,5,6,7
4.9,33.0,4,5,6
6.7,12.0,5,6,7
6.6,57.92,4,5,6
6.8,24.9,4,5,6
5.8,10.0,4,5,6
5.5,54.0,3,4,5
6.8,24.0,4,5,6
7.9,55.0,6,7,8
6.6,15.0,5,6,7
7.5,160.0,4,5,6
7.3,35.0,8,9,10
5.9,13.0,5,6,7
6.9,25.0,2,3,4
7.1,19.0,7,8,9
7.1,19.04,6,7,8
7.8,167.3,5,6,7
6.7,40.8,2,3,4
7.5,33.0,3,4,5
6.6,25.0,4,5,6
6.5,12.26,3,4,5
6.6,10.0,6,7,8
8.3,598.1,3,4,5
7.2,27.0,7,8,9
6.9,21.9,9,10,11
6.5,14.2,5,6,7
8.0,55.0,5,6,7
7.7,20.0,7,8,9
6.6,15.0,6,7,8
6.3,21.0,6,7,8
8.0,30.5,5,6,7
6.0,10.0,2,3,4
7.3,18.0,8,9,10
7.1,103.0,5,6,7
7.3,165.49,5,6,7
7.5,22.0,3,4,5
8.2,60.0,8,9,10
7.2,10.0,8,9,10
5.8,33.0,5,6,7
7.9,24.0,6,7,8
6.8,18.0,5,6,7
7.2,20.0,8,9,10
6.5,69.1,4,5,6
7.5,160.0,4,5,6
6.5,33.0,4,5,6
7.6,30.0,7,8,9
7.7,200.0,4,5,6
6.7,12.0,5,6,7
6.7,8.0,3,4,5
7.5,30.0,5,6,7
7.9,109.0,6,7,8
4.6,7.0,4,5,6
5.4,11.0,6,7,8
4.5,24.0,6,7,8
5.9,16.0,6,7,8
5.1,38.0,4,5,6
6.9,28.0,1,2,3
7.5,31.0,4,5,6
6.7,31.0,4,5,6
6.9,136.0,4,5,6
7.5,60.0,9,10,11
6.4,15.0,5,6,7
6.6,33.0,5,6,7
6.7,12.0,5,6,7
6.9,130.0,4,5,6
7.9,24.0,4,5,6
7.6,15.0,8,9,10
6.8,20.0,7,8,9
6.5,176.4,2,3,4
7.0,15.0,8,9,10
6.2,17.0,5,6,7
6.8,12.59,4,5,6
6.1,8.0,6,7,8
7.9,49.0,6,7,8
7.6,22.0,6,7,8
6.6,18.0,5,6,7
6.7,11.0,4,5,6
5.5,8.0,2,3,4
6.1,33.0,5,6,7
6.9,33.3,2,3,4
7.0,12.0,6,7,8
8.2,35.0,5,6,7
7.8,74.0,6,7,8
7.3,100.0,8,9,10
7.7,15.0,2,3,4
6.6,15.0,7,8,9
6.6,27.0,4,5,6
6.6,591.0,1,2,3
7.1,35.981,2,3,4
7.3,10.0,4,5,6
6.8,5.0,8,9,10
6.8,19.0,4,5,6
7.1,21.43,3,4,5
9.0,21.6,9,10,11
6.5,20.0,2,3,4
6.5,105.0,3,4,5
7.7,30.0,8,9,10
6.5,32.0,3,4,5
7.0,11.0,7,8,9
6.9,35.0,3,4,5
8.1,33.0,5,6,7
5.9,13.0,7,8,9
7.4,173.7,4,5,6
6.3,19.0,6,7,8
7.8,28.0,6,7,8
7.2,14.0,3,4,5
6.8,10.0,2,3,4
5.1,10.0,2,3,4
7.7,20.0,8,9,10
4.7,10.0,4,5,6
6.9,19.73,4,5,6
7.9,55.0,5,6,7
7.0,43.0,5,6,7
7.3,28.0,7,8,9
6.0,33.0,6,7,8
7.1,10.0,5,6,7
8.0,27.9,7,8,9
7.3,90.1,5,6,7
7.8,8.0,6,7,8
6.7,12.0,5,6,7
7.9,109.0,6,7,8
7.2,27.0,6,7,8
7.2,179.3,4,5,6
7.8,15.0,6,7,8
7.2,19.0,5,6,7
7.5,126.0,6,7,8
7.3,19.0,7,8,9
6.8,33.0,6,7,8
7.5,33.0,8,9,10
6.5,68.0,4,5,6
7.0,150.0,7,8,9
6.6,11.0,6,7,8
5.1,10.0,5,6,7
6.6,10.0,7,8,9
6.5,18.0,6,7,8
7.0,44.0,4,5,6
6.8,65.0,7,8,9
7.0,13.0,5,6,7
5.1,22.0,6,7,8
6.9,15.0,3,4,5
6.8,540.0,1,2,3
6.8,35.0,4,5,6
6.5,14.83,2,3,4
7.4,10.0,5,6,7
7.3,10.0,8,9,10
7.0,31.0,4,5,6
6.2,18.0,5,6,7
6.5,90.0,5,6,7
4.4,35.0,5,6,7
5.5,33.0,8,9,10
6.9,21.0,3,4,5
4.4,43.0,4,5,6
6.6,11.0,7,8,9
7.7,14.86,4,5,6
6.9,10.0,4,5,6
6.0,11.0,6,7,8
7.5,35.0,4,5,6
5.8,33.0,5,6,7
8.2,24.0,7,8,9
7.2,31.0,4,5,6
8.2,47.39,5,6,7
6.6,16.0,6,7,8
7.0,28.566,3,4,5
6.5,20.0,3,4,5
6.0,15.0,6,7,8
6.7,29.0,6,7,8
7.3,10.0,8,9,10
6.2,10.0,1,2,3
6.5,29.0,4,5,6
5.5,23.0,5,6,7
6.1,27.0,5,6,7
7.9,48.0,4,5,6
7.6,18.1,5,6,7
5.1,21.0,4,5,6
7.8,10.0,7,8,9
6.5,622.73,0,1,2
4.6,7.0,4,5,6
6.5,21.0,4,5,6
6.6,10.0,4,5,6
8.0,45.6,6,7,8
8.7,30.0,6,7,8
6.7,13.0,3,4,5
7.0,21.0,5,6,7
6.7,24.0,4,5,6
6.7,63.0,6,7,8
6.6,22.0,1,2,3
5.5,10.0,5,6,7
7.7,196.0,4,5,6
7.1,102.0,5,6,7
7.8,31.0,8,9,10
6.3,33.0,4,5,6
8.4,30.0,9,10,11
6.8,55.0,5,6,7
5.8,16.0,6,7,8
6.7,130.0,9,10,11
6.8,39.0,3,4,5
5.7,5.0,7,8,9
7.8,160.0,8,9,10
6.7,12.0,5,6,7
6.6,10.0,2,3,4
5.7,8.0,8,9,10
6.3,31.0,2,3,4
7.3,10.0,5,6,7
6.8,20.0,5,6,7
6.6,15.0,6,7,8
6.9,28.0,5,6,7
6.8,20.0,5,6,7
6.6,17.0,5,6,7
6.6,31.0,3,4,5
6.5,110.57,3,4,5
6.7,20.0,5,6,7
7.5,33.0,4,5,6
7.5,231.0,5,6,7
6.6,96.0,4,5,6
7.7,15.0,6,7,8
7.5,60.6,6,7,8
7.2,10.0,7,8,9
6.8,33.0,6,7,8
7.3,12.0,9,10,11
7.1,40.0,5,6,7
7.2,33.0,5,6,7
6.5,35.0,4,5,6
7.0,41.0,3,4,5
7.9,20.0,9,10,11
6.2,83.0,6,7,8
4.5,7.0,4,5,6
7.1,40.0,5,6,7
7.2,10.0,7,8,9
6.8,50.0,5,6,7
6.2,12.0,5,6,7
8.3,25.0,10,11,12
9.1,29.0,7,8,9
6.6,17.0,3,4,5
7.3,212.0,4,5,6
6.5,10.0,5,6,7
7.3,10.0,4,5,6
7.8,8.22,7,8,9
6.8,50.4,4,5,6
6.5,17.0,2,3,4
6.6,22.0,3,4,5
6.9,136.0,4,5,6
5.3,33.0,5,6,7
6.9,29.0,5,6,7
6.6,33.0,5,6,7
7.1,33.0,7,8,9
6.7,12.0,4,5,6
7.9,49.0,6,7,8
6.6,19.0,5,6,7
5.3,100.0,5,6,7
6.7,27.59,3,4,5
7.4,20.0,6,7,8
6.5,33.0,3,4,5
7.4,8.0,7,8,9
7.1,85.7,5,6,7
7.2,7.0,4,5,6
6.8,46.0,3,4,5
7.0,19.0,4,5,6
6.9,8.0,3,4,5
7.2,22.0,5,6,7
6.6,8.45,2,3,4
6.6,33.0,6,7,8
8.0,10.0,6,7,8
8.0,39.0,6,7,8
6.9,33.0,4,5,6
5.0,10.0,2,3,4
7.1,86.0,5,6,7
7.5,41.0,4,5,6
6.8,169.0,3,4,5
7.7,33.0,8,9,10
6.7,28.0,4,5,6
6.8,87.2,5,6,7
6.9,10.0,5,6,7
6.6,10.0,5,6,7
7.0,10.0,3,4,5
7.6,33.0,6,7,8
6.3,10.0,8,9,10
7.3,595.0,2,3,4
6.6,43.21,2,3,4
7.5,43.37,4,5,6
6.8,5.0,2,3,4
6.5,43.0,4,5,6
7.1,25.0,7,8,9
7.1,10.0,5,6,7
5.4,13.0,4,5,6
6.1,5.0,8,9,10
7.5,20.0,8,9,10
8.2,11.5,6,7,8
7.9,340.0,4,5,6
7.1,65.0,7,8,9
7.6,50.0,2,3,4
7.4,10.0,5,6,7
6.6,212.0,2,3,4
6.8,38.0,4,5,6
8.5,30.0,9,10,11
5.4,55.0,5,6,7
7.6,33.0,4,5,6
7.1,13.0,8,9,10
6.7,46.0,4,5,6
7.3,14.27,3,4,5
7.6,96.0,6,7,8
7.4,29.0,4,5,6
8.8,23.0,7,8,9
5.8,33.0,7,8,9
7.8,25.0,5,6,7
6.5,20.0,2,3,4
7.3,22.0,7,8,9
7.1,21.43,3,4,5
6.5,38.0,3,4,5
8.5,30.0,9,10,11
5.4,10.0,6,7,8
6.5,29.0,4,5,6
7.8,20.6,6,7,8
6.6,40.0,4,5,6
7.6,33.0,4,5,6
7.8,18.0,10,11,12
6.7,35.0,4,5,6
7.5,60.0,8,9,10
6.9,15.0,8,9,10
6.2,82.0,5,6,7
6.6,10.0,2,3,4
7.5,126.0,6,7,8
6.6,99.0,6,7,8
6.8,53.0,4,5,6
5.3,15.0,5,6,7
7.8,59.3,7,8,9
7.5,10.0,7,8,9
5.9,16.0,7,8,9
6.8,35.0,4,5,6
6.5,10.0,6,7,8
6.9,12.0,8,9,10
6.0,5.0,4,5,6
6.9,15.0,8,9,10
6.7,24.0,5,6,7
6.3,15.0,5,6,7
7.1,21.43,3,4,5
7.0,147.0,4,5,6
6.6,10.0,6,7,8
6.9,29.0,5,6,7
6.8,33.0,3,4,5
7.9,24.0,6,7,8
5.8,37.0,5,6,7
5.4,10.0,6,7,8
7.8,24.0,1,2,3
6.5,7.0,8,9,10
6.8,12.0,5,6,7
6.5,24.0,4,5,6
7.4,36.0,4,5,6
7.1,43.063,5,6,7
6.7,71.9,3,4,5
6.7,25.0,6,7,8
6.6,4.2,5,6,7
7.5,20.0,8,9,10
7.5,25.0,6,7,8
7.3,26.3,5,6,7
6.6,24.0,5,6,7
6.4,142.0,5,6,7
7.5,24.0,4,5,6
7.4,23.0,5,6,7
7.9,33.0,3,4,5
6.8,19.7,4,5,6
7.0,24.4,5,6,7
9.1,30.0,6,7,8
7.3,100.0,8,9,10
6.7,602.75,1,2,3
6.4,10.0,6,7,8
6.9,12.0,2,3,4
6.0,10.0,2,3,4
7.1,55.14,5,6,7
7.6,33.0,5,6,7
6.7,100.0,6,7,8
6.7,23.0,4,5,6
6.7,55.0,5,6,7
7.3,35.0,8,9,10
6.8,13.7,4,5,6
6.7,33.0,6,7,8
6.5,16.0,2,3,4
6.8,38.0,4,5,6
8.1,24.0,6,7,8
6.3,17.0,6,7,8
6.6,614.0,1,2,3
7.4,33.0,8,9,10
7.9,25.0,3,4,5
8.1,34.0,7,8,9
6.1,16.0,7,8,9
7.5,160.0,4,5,6
5.2,42.0,1,2,3
7.1,50.0,6,7,8
7.6,13.0,5,6,7
6.6,24.0,5,6,7
6.7,20.49,5,6,7
6.5,24.07,5,6,7
5.5,33.0,2,3,4
6.5,33.0,7,8,9
6.6,181.0,2,3,4
7.1,15.0,7,8,9
6.6,13.0,3,4,5
7.5,90.0,3,4,5
7.5,33.0,4,5,6
6.6,10.0,5,6,7
6.6,22.0,1,2,3
7.1,525.0,1,2,3
5.4,15.0,5,6,7
7.1,201.7,3,4,5
7.2,10.0,7,8,9
7.5,18.0,4,5,6
6.7,26.59,3,4,5
6.7,89.0,4,5,6
6.6,33.0,6,7,8
6.7,64.0,3,4,5
7.3,23.0,8,9,10
6.4,37.0,3,4,5
6.8,35.0,3,4,5
7.6,17.0,8,9,10
6.7,10.0,3,4,5
6.6,43.21,2,3,4
4.8,10.0,4,5,6
7.3,24.0,3,4,5
7.7,583.2,2,3,4
6.9,10.0,5,6,7
7.1,35.0,5,6,7
7.0,60.21,3,4,5
8.0,100.0,6,7,8
6.5,59.0,5,6,7
6.5,246.0,2,3,4
7.7,140.0,5,6,7
6.4,10.0,7,8,9
6.5,31.9,4,5,6
6.6,10.0,2,3,4
6.0,12.0,5,6,7
6.9,136.0,4,5,6
7.8,17.9,10,11,12
5.5,27.0,4,5,6
6.5,8.0,7,8,9
8.5,60.0,8,9,10
7.2,236.0,3,4,5
7.6,33.0,8,9,10
6.9,9.0,5,6,7
8.0,24.0,5,6,7
6.7,110.0,3,4,5
7.1,46.7,6,7,8
6.8,18.0,5,6,7
8.2,25.0,6,7,8
6.6,15.0,5,6,7
6.8,20.0,4,5,6
7.1,13.0,8,9,10
6.5,30.0,2,3,4
6.6,13.0,5,6,7
7.8,59.3,7,8,9
6.3,33.0,8,9,10
7.3,63.0,7,8,9
6.5,33.0,8,9,10
8.6,40.0,7,8,9
6.3,31.0,2,3,4
6.5,192.955,2,3,4
6.8,35.0,4,5,6
6.1,15.0,6,7,8
7.6,17.0,5,6,7
7.6,1.0,7,8,9
6.5,36.0,4,5,6
6.0,10.0,7,8,9
6.7,130.0,3,4,5
5.2,42.0,1,2,3
5.0,41.0,4,5,6
7.8,50.0,8,9,10
7.1,201.7,3,4,5
7.0,579.0,1,2,3
6.9,12.0,4,5,6
7.4,36.0,4,5,6
6.6,10.0,6,7,8
5.1,30.0,5,6,7
6.3,33.0,4,5,6
6.8,16.0,4,5,6
7.7,25.0,8,9,10
7.5,8.7,4,5,6
5.8,10.0,4,5,6
6.3,30.0,5,6,7
6.6,134.7,3,4,5
6.6,56.0,4,5,6
7.7,196.0,3,4,5
4.9,13.0,5,6,7
7.4,31.1,5,6,7
6.5,14.0,5,6,7
6.7,200.7,2,3,4
5.3,15.0,3,4,5
6.5,13.0,6,7,8
6.9,12.0,5,6,7
6.4,10.0,6,7,8
6.9,13.0,2,3,4
5.3,15.0,6,7,8
7.4,35.0,3,4,5
6.5,20.0,4,5,6
6.4,15.0,8,9,10
7.3,10.0,2,3,4
4.9,11.0,5,6,7
9.2,33.0,8,9,10
7.6,578.0,1,2,3
7.4,225.6,3,4,5
7.6,13.0,8,9,10
6.5,28.0,3,4,5
8.1,15.0,7,8,9
6.8,12.1,7,7,9
6.5,20.0,7,8,9
7.6,28.37,5,6,7
7.3,26.3,5,6,7
6.5,187.0,5,6,7
7.2,80.0,7,8,9
6.5,20.0,4,5,6
6.9,25.0,3,4,5
7.9,14.06,2,3,4
6.2,16.0,6,7,8
6.0,18.0,1,2,3
7.6,55.0,5,6,7
7.4,10.0,3,4,5
6.5,10.0,4,5,6
6.8,12.0,3,4,5
6.5,10.0,5,6,7
6.3,20.0,7,8,9
7.1,40.0,4,5,6
5.4,7.0,7,8,9
7.4,10.0,3,4,5
7.6,90.0,5,6,7
7.2,25.0,5,6,7
6.5,8.0,2,3,4
6.6,135.0,3,4,5
6.8,52.0,6,7,8
6.6,10.0,7,8,9
7.4,30.0,5,6,7
5.6,10.0,6,7,8
6.8,14.0,3,4,5
6.8,33.0,6,7,8
6.6,10.0,2,3,4
6.5,187.0,2,3,4
6.6,13.0,3,4,5
7.5,57.8,3,4,5
6.5,20.0,2,3,4
9.1,29.0,7,8,9
6.7,10.0,4,5,6
6.4,15.0,4,5,6
8.8,22.9,7,8,9
6.4,21.0,4,5,6
7.4,225.6,3,4,5
6.9,50.0,6,7,8
7.4,30.0,5,6,7
6.8,19.0,4,5,6
6.6,25.0,4,5,6
6.5,12.26,3,4,5
6.7,33.0,4,5,6
7.1,15.0,9,10,11
4.6,19.0,6,7,8
7.5,30.0,6,7,8
8.2,47.4,7,8,9
6.6,50.0,4,5,6
8.2,600.0,2,3,4
5.7,5.0,6,7,8
6.7,27.59,3,4,5
6.9,10.0,2,3,4
6.5,10.0,5,6,7
6.5,209.976,2,3,4
6.9,10.0,3,4,5
6.8,164.2,3,4,5
6.1,15.0,6,7,8
6.6,40.0,4,5,6
7.0,15.0,7,8,9
6.6,7.0,5,6,7
6.7,32.0,4,5,6
6.9,33.0,3,4,5
7.5,31.0,5,6,7
6.6,106.0,3,4,5
6.8,12.0,5,6,7
7.0,579.0,1,2,3
7.0,80.0,3,4,5
7.6,33.0,5,6,7
6.9,70.0,5,6,7
7.5,25.0,6,7,8
6.3,14.0,7,8,9
7.5,60.0,8,9,10
6.5,10.0,6,7,8
7.9,135.0,7,8,9
6.5,119.0,3,4,5
7.0,24.0,5,6,7
6.6,91.1,3,4,5
6.7,12.0,2,3,4
6.9,615.42,4,5,6
5.5,8.0,4,5,6
6.9,56.6,3,4,5
6.3,10.0,7,8,9
6.5,20.0,2,3,4
6.6,35.0,5,6,7
5.8,15.0,6,7,8
6.8,10.0,3,4,5
6.8,33.0,3,4,5
6.7,38.182,7,8,9
7.0,19.9,6,7,8
6.5,15.0,4,5,6
9.5,33.0,10,11,12
6.3,93.0,3,4,5
5.8,10.0,8,9,10
7.3,40.0,4,5,6
7.3,62.0,4,5,6
5.8,6.0,5,6,7
4.8,10.0,3,4,5
7.3,28.0,3,4,5
7.0,31.0,4,5,6
6.9,17.0,7,8,9
6.8,33.0,4,5,6
6.7,13.0,3,4,5
6.6,15.0,7,8,9
6.9,34.0,6,7,8
7.6,22.0,6,7,8
7.5,8.7,4,5,6
6.0,38.0,6,7,8
7.0,579.0,1,2,3
7.1,10.0,8,9,10
8.0,24.0,5,6,7
6.8,112.0,4,5,6
8.3,22.44,6,7,8
6.8,26.0,4,5,6
6.9,10.0,6,7,8
6.5,10.0,5,6,7
5.2,21.0,6,7,8
6.8,52.0,6,7,8
7.3,33.0,8,9,10
6.9,136.0,4,5,6
5.2,49.0,5,6,7
7.3,63.0,7,8,9
7.0,66.0,5,6,7
7.8,30.0,5,6,7
7.1,18.0,4,5,6
7.8,15.0,7,8,9
6.5,371.0,2,3,4
6.9,28.0,4,5,6
7.0,14.0,5,6,7
5.5,70.0,8,9,10
7.1,38.0,7,8,9
7.3,60.0,7,8,9
6.5,228.4,2,3,4
6.6,598.467,0,1,2
8.0,25.0,7,8,9
6.8,220.0,3,4,5
5.8,11.0,3,4,5
6.6,91.1,3,4,5
6.7,12.0,5,6,7
6.6,25.0,6,7,8
5.1,15.0,5,6,7
6.5,44.26,1,2,3
7.3,23.0,8,9,10
6.9,10.0,5,6,7
6.7,5.0,5,6,7
7.7,33.0,5,6,7
5.3,10.0,6,7,8
4.8,12.0,5,6,7
5.5,33.0,4,5,6
7.6,3.0,5,6,7
6.3,19.0,6,7,8
7.5,31.0,5,6,7
7.5,60.0,9,10,11
5.3,15.0,6,7,8
6.8,44.0,4,5,6
8.5,60.0,8,9,10
6.8,33.0,4,5,6
6.7,553.81,1,2,3
7.7,196.0,4,5,6
6.9,8.0,7,8,9
5.3,15.0,6,7,8
6.5,90.0,5,6,7
7.0,18.0,5,6,7
7.5,40.0,3,4,5
4.5,7.0,5,6,7
7.0,22.065,3,4,5
6.6,43.21,2,3,4
8.0,24.0,5,6,7
6.7,20.0,5,6,7
6.9,11.19,2,3,4
6.0,10.0,7,8,9
6.6,16.1,3,4,5
7.9,10.0,4,5,6
6.7,18.0,7,8,9
6.0,58.0,4,5,6
7.6,240.0,5,6,7
7.6,30.0,8,9,10
6.9,20.0,3,4,5
6.5,8.0,7,8,9
6.5,22.0,4,5,6
6.7,15.0,6,7,8
6.7,130.0,3,4,5
7.6,22.0,6,7,8
5.8,25.0,6,7,8
7.0,30.0,7,8,9
7.0,68.0,5,6,7
6.8,12.0,4,5,6
6.8,20.0,4,5,6
6.7,29.0,5,6,7
6.6,10.0,2,3,4
6.6,10.0,7,8,9
7.8,17.9,10,11,12
7.3,32.0,3,4,5
7.7,15.5,7,8,9
7.5,35.0,3,4,5
5.4,30.0,4,5,6
6.5,228.4,2,3,4
6.9,130.0,4,5,6
6.9,13.0,6,7,8
7.9,33.0,6,7,8
6.6,25.0,4,5,6
7.7,10.0,6,7,8
6.4,9.0,6,7,8
7.2,18.0,8,9,10
8.0,10.0,3,4,5
5.8,15.0,5,6,7
6.6,107.0,4,5,6
7.3,25.0,5,6,7
8.3,60.0,8,9,10
6.5,10.0,6,7,8
6.1,9.0,6,7,8
